ticker,current_pe,forward_pe,market_cap,revenue,net_income,ebitda,gross_profit,roe,roa,roce,profit_margins,operating_margins,gross_margins,fcf_margin,fcf_to_net_income,gp_to_assets,asset_turnover,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,sector,industry,debtor_days,inventory_days,days_payable,cash_conversion_cycle,working_capital_days,screener_roce,fixed_assets_ratio,investment_ratio,screener_debt_to_equity,screener_opm,screener_dividend_payout
INTENTECH.NS,25.195824,,2253888000.0,1326274944,94608000,137428752.0,487295008,,,,0.071329996,0.054050002,0.36742002,,,,,0.001,-0.26,-0.249,0.137,,,1.03,0.2577,0.517,Technology,Software - Infrastructure,156.11,,,156.11,97.78,11.29,0.15089647194910352,0.15910931174089069,0.0008656645943180924,3.64,
INTERARCH.NS,25.760067,19.08917,35185668096.0,18578800640,1363740032,1723066496.0,6944768000,,,,0.0734,0.0889,0.3738,,,,,0.437,0.316,0.322,1.401,,,0.6,0.15359999,,Industrials,Engineering & Construction,53.0,68.0,50.0,71.0,51.0,25.0,0.2224,0.0408,0.01373283395755306,9.0,
INTLCONV.NS,6.3114753,,4911136768.0,1706957056,774147968,323735008.0,785980992,,,,0.45353,0.14062999,0.46046,,,,,0.355,0.481,0.484,30.243,,,0.97,0.0615,0.618,Industrials,Specialty Industrial Machinery,57.0,75.0,114.0,18.0,163.0,27.0,0.021314387211367674,0.5985790408525755,0.3161953727506427,20.0,
INVENTURE.NS,16.833334,,1060499968.0,500167008,69293000,,360355008,,,,0.13854,0.37181,0.72046995,,,,,0.535,340.176,374.329,10.445,,,,0.0,0.446,Financial Services,Capital Markets,42.93,,,42.93,-10.73,1.65,0.08325986874326576,0.21709602638195055,0.07085154284200769,3.22,
IOC.NS,5.486903,10.290948,2011429208064.0,7713964687360,357618188288,697384304640.0,1268118585344,,,,0.04636,0.08914,0.16439,,,,,0.057,5.13,5.149,72.631,,,7.03,0.3082,0.943,Energy,Oil & Gas Refining & Marketing,9.0,58.0,29.0,38.0,-40.0,7.0,0.3961776424342923,0.14446136238012752,0.7377066683750007,8.0,
IOLCP.NS,23.800001,18.078848,27594522624.0,22273900544,1159000064,2377975040.0,7573400064,,,,0.05203,0.06392,0.34001,,,,,0.109,0.0,0.002,9.078,,,1.06,0.2025,0.032,Healthcare,Drug Manufacturers - Specialty & Generic,90.0,95.0,112.0,73.0,58.0,9.0,0.47326978864484043,0.00870285951098218,0.09080525414049115,11.0,
IONEXCHANG.NS,25.94524,22.11111,48926318592.0,28861284352,1818866048,2628057856.0,10617837568,,,,0.06302,0.05539,0.36789,,,,,0.064,-0.582,-0.582,32.485,,,0.38,0.097799994,0.318,Industrials,Pollution & Treatment Controls,162.0,54.0,164.0,52.0,38.0,23.0,0.17678631331767863,0.029184837302918484,0.24870081662954716,10.0,
IPCALAB.NS,42.629818,28.2357,387406364672.0,95061696512,9098699776,18783899648.0,63638798336,,,,0.09571,0.17796,0.66945,,,,,0.066,0.236,0.315,14.425,,,0.26,0.0558,0.15,Healthcare,Drug Manufacturers - Specialty & Generic,64.0,297.0,93.0,268.0,85.0,17.0,0.28184480234260617,0.2980548002509935,0.10530579181855002,24.0,
IPL.NS,15.77287,12.711864,17274525696.0,9981700096,1093200000,1612974976.0,4376999936,,,,0.109519996,0.14277,0.4385,,,,,0.309,0.407,0.41,4.981,,,0.5,0.0789,0.15,Basic Materials,Agricultural Inputs,152.0,204.0,101.0,255.0,179.0,13.0,0.26540284360189575,0.06240126382306477,0.032191069574247146,17.0,
IRB.NS,33.75,23.137238,260884807680.0,66460389376,7688229888,26313568256.0,36001628160,,,,0.11568,0.23608999,0.5417,,,,,-0.163,-0.965,-0.965,102.312,,,0.65,0.189,-0.052,Industrials,Infrastructure Operations,20.0,,,20.0,-407.0,7.0,0.0,0.7161079986072865,0.7771724862168549,28.0,
IRCON.NS,23.355282,18.886686,143438053376.0,92941402112,6147200000,7342799872.0,10896499712,,,,0.066139996,0.054840002,0.11724,,,,,-0.189,0.163,0.162,79.151,,,1.45,0.4058,0.571,Industrials,Engineering & Construction,59.0,50.0,674.0,-565.0,-22.0,15.0,0.054718422331782514,0.25005207971668636,0.0006193868070610096,4.0,
IRCTC.NS,30.404268,25.069445,433200005120.0,50236735488,14252873728,16306935808.0,18621282304,,,,0.28371,0.31261998,0.37067002,,,,,0.184,0.157,0.156,1.836,,,1.76,0.5051,0.1,Consumer Cyclical,Travel Services,135.0,15.0,1371.0,-1221.0,56.0,49.0,0.10758747215305989,0.0032761106014939064,0.018309859154929577,33.0,
IRFC.NS,19.531717,15.172464,1368141987840.0,71998496768,70067298304,,71988699136,0.12895,0.0143,,0.97318,0.97516996,0.99986,,,,,0.106,0.104,0.105,744.593,10.586,10.578,2.78,0.3451,0.306,Financial Services,Credit Services,,,,,,,3.968285462583036e-05,8.333399471424376e-05,0.0,,
IRIS.NS,48.38384,,4926095360.0,1353755008,1463721984,96307504.0,625043008,,,,0.92454004,0.12753001,0.46171,,,,,0.084,0.446,0.501,1.086,,,,0.0,0.697,Technology,Software - Application,88.0,,,88.0,38.0,28.0,0.08571428571428572,0.1673469387755102,0.010526315789473684,8.0,
IRISDOREME.NS,46.723682,,6060790272.0,1705944960,142410000,260843504.0,692859008,,,,0.08347999,0.0991,0.40613997,,,,,0.458,0.103,0.268,20.588,,,,0.0,-0.29,Consumer Cyclical,Apparel Manufacturing,134.0,332.0,112.0,355.0,159.0,18.0,0.16666666666666666,0.0,0.20454545454545456,15.0,
IRMENERGY.NS,32.692307,24.791668,14658304000.0,10548469760,448460000,1002310016.0,2306569984,,,,0.04251,0.07024,0.21866,,,,,0.057,0.382,0.384,8.415,,,0.42,0.1374,1.095,Utilities,Utilities - Regulated Gas,16.0,2.0,13.0,6.0,-45.0,8.0,0.5536585365853659,0.03414634146341464,0.08541666666666667,9.0,
ISFT.NS,9.817232,5.8430457,1226638080.0,5282123776,124799000,170755744.0,1819041024,,,,0.023629999,0.02804,0.34438,,,,,0.065,-0.036,-0.033,4.664,,,,0.0,0.02,Consumer Cyclical,Internet Retail,213.63,,,213.63,24.56,2.53,0.07421825944995605,0.7536104483234962,0.10396287040342736,28.74,
ISGEC.NS,23.536213,,79330992128.0,65150377984,3319425024,6390372352.0,22415745024,,,,0.03639,0.09538,0.34405997,,,,,0.162,2.476,2.477,31.763,,,0.46,0.1108,0.198,Industrials,Specialty Industrial Machinery,219.0,104.0,148.0,175.0,96.0,17.0,0.0750497779139225,0.030938888037984377,0.24,8.0,
ITC.NS,19.396923,18.835283,3949288488960.0,798087184384,203762597888,269900972032.0,446467014656,,,,0.43890998,0.32182,0.55942,,,,,0.067,0.0,-0.001,0.507,,,4.56,0.8825,-0.125,Consumer Defensive,Tobacco,21.0,173.0,52.0,142.0,43.0,37.0,0.2340296840831899,0.39872283999441677,0.0020850040096230954,34.0,
ITCHOTELS.NS,44.21703,33.629402,335255011328.0,39463198720,7578999808,14327212032.0,24900399104,,,,0.19205,0.29483998,0.63098,,,,,,156.491,315.247,0.724,,,,0.0,,Consumer Cyclical,Resorts & Casinos,21.0,,,21.0,-56.0,10.0,0.4527799530148786,0.38856695379796397,0.011076923076923076,36.0,
ITDC.NS,62.891045,,50003558400.0,5734312960,809681984,955209280.0,2609339904,,,,0.14019,0.16799,0.45504,,,,,0.237,0.349,0.351,0.18,,,0.49,0.31280002,0.395,Consumer Cyclical,Lodging,78.0,222.0,1477.0,-1177.0,73.0,27.0,0.04539385847797063,0.012016021361815754,0.0,16.0,
IVC.NS,13.196721,,2527963648.0,403176000,139244992,106071504.0,311284992,,,,0.34537,-0.14768,0.77208,,,,,-0.376,,,,,,9.75,0.45900002,-0.239,Financial Services,Financial Conglomerates,0.0,,,0.0,206.0,-2.0,0.0,0.6991150442477876,0.0,,
IVP.NS,10.653,10.84235,1448774784.0,5794699776,136500000,294724992.0,1123100032,,,,0.023559999,0.04918,0.19382,,,,,0.121,1.435,1.45,69.423,,,0.71,0.0756,0.011,Basic Materials,Specialty Chemicals,123.0,72.0,79.0,116.0,46.0,10.0,0.2084592145015106,0.0,0.6944444444444444,5.0,
IXIGO.NS,118.75,52.777775,72848007168.0,11989140480,568860032,599457472.0,9799430144,,,,0.04745,0.07081,0.81736,,,,,0.314,0.436,0.563,3.628,,,,0.0,,Consumer Cyclical,Travel Services,15.0,,,15.0,-23.0,15.0,0.28484231943031535,0.14649033570701933,0.036337209302325583,8.0,
IZMO.NS,28.796446,,10668316672.0,2355958016,371536992,432533760.0,1132473984,,,,0.1577,0.16092,0.48069,,,,,0.008,0.924,0.931,3.329,,,,0.0,0.546,Technology,Software - Application,227.68,,,227.68,251.98,0.68,0.020749751952029678,0.6906518269272248,0.02248138260503021,1.57,
JAGRAN.NS,8.754967,6.4067893,14386947072.0,18851295232,1641880960,2399584000.0,9434994688,,,,0.0871,0.10684,0.50049996,,,,,-0.077,-0.135,-0.135,9.556,,,9.1,0.7947,0.224,Communication Services,Publishing,80.0,52.0,104.0,28.0,37.0,16.0,0.22342733188720174,0.45639913232104123,0.031652989449003514,16.0,
JAGSNPHARM.NS,33.02694,,13991798784.0,2815820032,409030016,575287488.0,1787309952,,,,0.14526,0.19031,0.63474,,,,,-0.015,-0.652,-0.658,3.495,,,1.22,0.4125,-0.467,Healthcare,Drug Manufacturers - Specialty & Generic,22.0,51.0,40.0,33.0,11.0,23.0,,0.0,0.0,20.0,
JAIBALAJI.NS,38.935646,,71748575232.0,56286298112,1840600064,3666125056.0,16265600000,,,,0.0327,0.01721,0.28898,,,,,-0.106,-0.902,-0.904,20.642,,,,0.0,-0.052,Basic Materials,Steel,25.0,112.0,64.0,73.0,17.0,36.0,0.4033975659229209,0.0002535496957403651,0.20666366501575867,7.0,
JAICORPLTD.NS,11.722732,,20183074816.0,6630488064,1721661952,1894663296.0,2972084992,,,,0.25906,0.18885,0.44825,,,,,-0.017,0.429,0.412,0.063,,,0.43,0.051,-0.268,Basic Materials,Specialty Chemicals,39.0,57.0,2.0,94.0,77.0,5.0,0.07927272727272727,0.76,0.0007451564828614009,10.0,
JAIPURKURT.NS,13.547718,,563591488.0,1021518016,19162000,66484752.0,267218000,,,,0.018760001,0.04774,0.26159,,,,,1.002,-0.684,-0.65,44.319,,,,0.0,0.538,Consumer Cyclical,Apparel Manufacturing,187.0,376.0,78.0,485.0,265.0,11.0,0.06481481481481481,0.0,0.390625,6.0,
JAMNAAUTO.NS,25.082476,18.431818,48634044416.0,24097003520,1940324992,3353872384.0,9008442368,,,,0.080520004,0.14442,0.37383997,,,,,0.187,0.327,0.329,14.586,,,1.73,0.433,0.267,Consumer Cyclical,Auto Parts,28.0,79.0,18.0,88.0,3.0,22.0,0.32319894249834763,0.10442828816920026,0.008086253369272238,14.0,
JASH.NS,47.51131,22.340425,26541363200.0,7460229120,556222976,897403776.0,3808678912,,,,0.07456,0.07403,0.51053,,,,,-0.112,-0.624,-0.617,25.205,,,0.43,0.22610001,-0.232,Industrials,Specialty Industrial Machinery,113.0,243.0,80.0,276.0,90.0,22.0,0.14169381107491857,0.2296416938110749,0.18048780487804877,16.0,
JAYAGROGN.NS,13.450618,10.150621,5883299840.0,23930724352,442009984,954324992.0,3389600000,,,,0.01847,0.02082,0.14164,,,,,0.013,-0.511,-0.511,30.871,,,1.27,0.1697,0.073,Basic Materials,Specialty Chemicals,43.0,56.0,10.0,89.0,67.0,17.0,0.3805031446540881,0.06132075471698113,0.12127236580516898,8.0,
JAYBARMARU.NS,12.348993,,9959000064.0,23956367360,806449024,2433580544.0,5986326016,,,,0.03366,0.07184,0.24988002,,,,,0.093,3.722,3.69,102.277,,,0.77,0.094,0.47,Consumer Cyclical,Auto Parts,14.0,51.0,65.0,0.0,-38.0,8.0,0.6575342465753424,0.021917808219178082,1.0283806343906512,11.0,
JAYNECOIND.NS,23.303347,,108159500288.0,71318200320,4631099904,13275400192.0,43424800768,0.17754,0.10957,,0.06494,0.15237,0.60889,,,,,0.178,0.877,0.878,74.729,1.391,0.431,,0.0,0.547,Basic Materials,Steel,24.0,183.0,56.0,151.0,21.0,21.0,,0.0003549875754348598,0.0,19.0,
JAYSREETEA.NS,6.1825013,,2611968768.0,9149202432,410905984,217016000.0,3771804928,,,,0.044320002,0.020669999,0.41226003,,,,,0.257,,,91.73,,,0.55,0.035099998,0.129,Consumer Defensive,Farm Products,27.0,301.0,71.0,257.0,-26.0,4.0,0.46808510638297873,0.027659574468085105,0.748780487804878,3.0,
JBCHEPHARM.NS,43.235607,34.128067,329113239552.0,41930387456,7537917952,11357069312.0,28114718720,,,,0.17977,0.23524,0.67051005,,,,,0.105,0.216,0.218,1.075,,,1.24,0.32650003,-0.003,Healthcare,Drug Manufacturers - Specialty & Generic,75.0,137.0,112.0,101.0,77.0,26.0,0.4103845318270693,0.14381924831631546,0.008863819500402902,28.0,
JBMA.NS,195.63863,31.685167,148518404096.0,58850103296,2108814976,6704602624.0,17794705408,,,,0.03583,0.08099,0.30236998,,,,,0.156,0.047,0.047,218.256,,,0.13,0.264,-0.06,Consumer Cyclical,Auto Parts,75.0,55.0,58.0,72.0,2.0,14.0,0.23606965174129355,0.07437810945273632,1.5587510271158587,8.0,
JETFREIGHT.NS,23.941175,,944316992.0,4312336896,40683000,127071504.0,205316000,,,,0.009430001,0.03131,0.04761,,,,,0.198,-0.395,-0.383,95.805,,,,0.0,-0.361,Industrials,Integrated Freight & Logistics,65.0,,,65.0,2.0,11.0,0.14367816091954022,0.0,0.927536231884058,3.0,
JGCHEM.NS,24.996902,,15799821312.0,9110160384,630110016,807777472.0,1603209984,,,,0.06917,0.086339995,0.17598,,,,,0.188,0.039,0.031,1.013,,,0.25,0.062,0.366,Basic Materials,Other Industrial Metals & Mining,66.0,64.0,6.0,124.0,142.0,9.0,0.10179640718562874,0.2634730538922156,0.012461059190031152,4.0,
JINDALPHOT.NS,92.937706,,11369432064.0,8140535,-30419694,-1265263744.0,7953153,,,,0.0,0.26667,0.97698,,,,,-0.964,-0.995,-0.995,,,,,0.0,,Financial Services,Asset Management,0.0,,,0.0,4832.19,0.81,0.008493016073559345,0.7915701551203763,0.3081464576304822,96.21,
JINDALSAW.NS,14.730315,9.125609,143139569664.0,183082844160,11251963904,24539377664.0,78137942016,,,,0.06146,0.09259,0.42679,,,,,-0.062,-0.49,-0.491,43.953,,,0.83,0.113400005,0.211,Basic Materials,Steel,64.0,193.0,102.0,155.0,63.0,9.0,,0.10976806653236221,0.0,14.0,
JINDALSTEL.NS,63.233932,17.523226,1251408609280.0,501901393920,19832299520,74269827072.0,261412093952,,,,0.03951,0.06103,0.52084,,,,,0.109,-0.801,-0.8,38.018,,,0.16,0.1027,0.68,Basic Materials,Steel,10.0,68.0,73.0,5.0,-32.0,12.0,0.5351836313173691,0.14094107016071775,0.12754830366651454,17.0,
JINDRILL.NS,6.5973077,,15620814848.0,9786944512,2368214016,3231928320.0,7459646976,,,,0.24198,0.14033,0.7622,,,,,0.009,,,6.544,,,0.19,0.012200001,-0.599,Energy,Oil & Gas Equipment & Services,90.0,,,90.0,-101.0,14.0,0.5566123188405797,0.23143115942028986,0.07905405405405405,37.0,
JINDWORLD.NS,39.5303,,26157885440.0,22508922880,656990976,1657871488.0,4780048896,,,,0.029189998,0.04512,0.21236,,,,,-0.148,-0.239,-0.223,71.079,,,,0.0,-0.398,Consumer Cyclical,Textile Manufacturing,90.0,67.0,35.0,121.0,53.0,10.0,0.10420711974110032,0.020711974110032363,0.7029702970297029,6.0,
JIOFIN.NS,102.56431,56.30524,1632164511744.0,27019999232,15608999936,,27019999232,0.012130001,0.01051,,0.57768,0.43075,1.0,,,,,0.394,-0.14,-0.139,16.286,234.532,230.009,0.2,0.2075,0.623,Financial Services,Asset Management,0.0,,,0.0,13.0,3.0,,0.9411624013393924,0.0,81.0,
JISLJALEQS.NS,135.58334,,23868424192.0,63242858496,163040000,7951439872.0,26767130624,,,,0.0025799999,0.06353,0.42324,,,,,0.174,,,68.821,,,,0.0,0.05,Industrials,Conglomerates,214.0,181.0,106.0,288.0,129.0,4.0,0.3236731843575419,0.16864525139664804,0.46071567483469467,15.0,
JKCEMENT.NS,41.41071,29.32749,409405816832.0,134162096128,10199400448,24339425280.0,85435998208,,,,0.07602,0.110530004,0.63681,,,,,0.182,-0.079,-0.079,99.562,,,0.28,0.11359999,0.401,Basic Materials,Building Materials,22.0,192.0,179.0,34.0,-28.0,15.0,0.484648114075437,0.09797608095676173,0.9903636928815667,19.0,
JKIL.NS,10.052295,8.25689,39270395904.0,57540976640,3929626880,8271472128.0,15258854400,,,,0.06829,0.11234,0.26518,,,,,-0.122,-0.161,-0.161,24.572,,,0.77,0.0774,0.104,Industrials,Engineering & Construction,95.0,49.0,82.0,63.0,56.0,20.0,0.204131031144102,0.00048410521219945134,0.23690851735015772,14.0,
JKLAKSHMI.NS,17.29585,13.91242,80197296128.0,67587198976,4636800000,10797200384.0,39176699904,,,,0.0686,0.0756,0.57965,,,,,0.061,-0.093,-0.042,72.145,,,1.01,0.1739,0.397,Basic Materials,Building Materials,6.0,256.0,134.0,128.0,-42.0,11.0,0.5793732193732194,0.1259259259259259,0.7156626506024096,16.0,
JKPAPER.NS,25.629894,7.3414884,65292890112.0,67922001920,2595699968,7280925184.0,24341200896,,,,0.03822,0.045479998,0.35837,,,,,0.08,-0.583,-0.581,37.239,,,1.39,0.3561,0.086,Basic Materials,Paper & Paper Products,12.0,95.0,57.0,50.0,24.0,9.0,0.49204391266806463,0.2644628099173554,0.3673636736367364,12.0,
JKTYRE.NS,16.63286,11.703141,118198697984.0,158618107904,6824900096,18257350656.0,58931200000,,,,0.04303,0.10689,0.37153,,,,,0.15,2.878,3.032,89.667,,,0.74,0.121700004,0.528,Consumer Cyclical,Auto Parts,81.0,82.0,63.0,101.0,33.0,12.0,0.3623489799960388,0.0778371954842543,0.5907353271868675,13.0,
JLHL.NS,42.97119,37.743904,81170735104.0,14077530112,1892720000,3101040128.0,8923209728,,,,0.13445,0.16894,0.63386,,,,,0.139,-0.19,-0.19,27.808,,,0.08,0.0347,0.322,Healthcare,Medical Care Facilities,13.0,35.0,157.0,-110.0,-20.0,18.0,0.4021978021978022,0.3412087912087912,0.1023778071334214,25.0,
JMA.NS,6.7022085,,2010012800.0,6082791936,300040992,332151488.0,826417984,,,,0.04933,0.05862,0.13586001,,,,,0.195,0.311,0.31,,,,2.27,0.1523,-0.121,Consumer Cyclical,Auto Parts,58.0,81.0,67.0,72.0,136.0,13.0,0.05090909090909091,0.06545454545454546,0.0,5.0,
JMFINANCIL.NS,10.780641,11.048,132087988224.0,34987601920,12461400064,,31363299328,,,,0.35617,0.4678,0.89641,,,,,0.314,0.5,0.497,104.102,,,3.02,0.32779998,0.178,Financial Services,Capital Markets,39.0,,,39.0,28.0,13.0,0.008174943797261395,0.847128550991212,0.010028340963592761,61.0,
JNKINDIA.NS,45.024876,24.79452,20255318016.0,6710569984,457329984,607334976.0,1459059968,,,,0.06815,0.11675999,0.21743,,,,,1.167,5.373,5.396,4.714,,,0.08,0.0366,0.563,Industrials,Specialty Industrial Machinery,261.0,62.0,162.0,160.0,211.0,15.0,0.03626943005181347,0.0012953367875647669,0.04633204633204633,10.0,
JOCIL.NS,18.34058,,1123909504.0,9566757888,61303000,124036000.0,1562440960,,,,0.00641,0.00769,0.16332,,,,,0.194,,,2.606,,,0.39,0.0725,0.079,Basic Materials,Specialty Chemicals,21.0,66.0,33.0,54.0,45.0,1.0,0.1206896551724138,0.04827586206896552,0.023809523809523808,1.0,
JPOLYINVST.NS,1.3183565,,11720801280.0,9971078144,8890023936,9967137792.0,9971078144,,,,0.89158,0.9999,1.0,,,,,122.309,19.995,20.001,1.433,,,,0.0,-0.929,Financial Services,Asset Management,0.0,,,0.0,-36.0,4.0,0.0,1.0,0.03137789904502047,100.0,
JPPOWER.NS,29.848484,-11.588236,135013146624.0,55179399168,6172000256,16673824768.0,21323599872,,,,0.11229999,0.04681,0.38644,,,,,0.014,-0.974,-0.97,27.62,,,,0.0,-0.007,Utilities,Utilities - Independent Power Producers,63.0,,,63.0,45.0,10.0,0.6909633890056409,0.03992921137042363,0.27626000942063117,30.0,
JSL.NS,21.55269,16.788458,633617383424.0,418157887488,29408800768,49575374848.0,132160897024,,,,0.07033,0.1083,0.31606,,,,,0.062,0.264,0.266,37.899,,,0.39,0.0841,0.492,Basic Materials,Steel,35.0,113.0,121.0,27.0,6.0,20.0,0.27232468024356843,0.1526673076362789,0.2649602213766863,10.0,
JSWENERGY.NS,43.049152,35.807537,984308973568.0,175919398912,22757900288,78332100608.0,114656796672,,,,0.12937,0.2942,0.65176004,,,,,0.674,1.51,1.502,218.668,,,0.36,0.1535,-0.263,Utilities,Utilities - Independent Power Producers,38.0,,,38.0,-367.0,6.0,0.08370656370656371,0.6995366795366795,0.6101381677373933,32.0,
JSWHL.NS,96.39227,,137886990336.0,874092032,670784000,822924480.0,874092032,,,,0.76741,0.89515996,1.0,,,,,-0.419,-0.51,-0.511,,,,,0.0,,Industrials,Conglomerates,0.0,,,0.0,-3.0,1.0,0.0,0.9648536247247819,0.0,92.0,
JSWINFRA.NS,35.33679,36.667404,568599511040.0,51298799616,16143899648,24869025792.0,27302699008,,,,0.3147,0.35544,0.53223,,,,,0.142,0.096,0.089,48.27,,,0.29,0.103599995,0.619,Industrials,Marine Shipping,56.0,,,56.0,-193.0,9.0,0.021943242958117944,0.3492984492035025,0.7073688271604939,36.0,
JSWSTEEL.NS,41.447327,20.900578,3082275782656.0,1791089967104,74490003456,278224994304.0,754610012160,,,,0.041589998,0.08989,0.42131,,,,,0.111,1.986,1.983,118.74,,,0.22,0.092,0.648,Basic Materials,Steel,16.0,107.0,127.0,-4.0,-38.0,10.0,0.3880864105986455,0.1989075090217015,0.8406083704875593,15.0,
JTEKTINDIA.NS,49.03226,38.535213,37947895808.0,25344342016,740451968,1734243968.0,6670884864,,,,0.02922,0.03877,0.26321,,,,,0.149,0.141,0.252,23.209,,,0.51,0.25129998,0.823,Consumer Cyclical,Auto Parts,49.0,41.0,56.0,34.0,6.0,11.0,0.37323546019198195,0.0,0.23198594024604569,7.0,
JTLIND.NS,38.62069,20.275846,30817601536.0,19136335872,808761024,1086948736.0,2553198080,,,,0.04226,0.069,0.13342,,,,,0.042,0.196,0.055,13.09,,,0.16,0.0616,0.111,Basic Materials,Steel,53.0,43.0,5.0,91.0,147.0,13.0,0.12806901128069012,0.033178500331785,0.12,6.0,
JUBLCPL.NS,21.075672,,25531951104.0,18041800704,1239459968,1901995008.0,8181369856,,,,0.0687,0.07672,0.45347,,,,,0.135,0.022,0.008,9.982,,,,0.0,,Basic Materials,Specialty Chemicals,70.0,76.0,68.0,78.0,37.0,33.0,0.2100108813928183,0.001088139281828074,0.09927360774818401,11.0,
JUBLFOOD.NS,99.171844,62.693874,315028701184.0,91414142976,3156450048,13348015104.0,48047001600,,,,0.0434,0.080299996,0.5256,,,,,0.203,,-0.184,2.655,,,0.25,0.2474,0.046,Consumer Cyclical,Restaurants,4.0,70.0,144.0,-70.0,-52.0,11.0,0.7114815391805577,0.09721140364542763,1.3224967490247075,20.0,
JUBLINGREA.NS,41.559742,30.141836,111363645440.0,42609360896,2655320064,5569500160.0,20188971008,,,,0.062319998,0.07756,0.47382,,,,,-0.005,-0.323,-0.324,26.51,,,0.7,0.2983,0.213,Basic Materials,Specialty Chemicals,53.0,141.0,139.0,55.0,18.0,13.0,0.512396694214876,0.0674206176598521,0.3282868525896414,12.0,
JUBLPHARMA.NS,34.159325,25.63361,147379257344.0,79184003072,4327000064,10702749696.0,51426000896,,,,0.054640003,0.07953,0.64945,,,,,0.165,-0.447,-0.446,43.867,,,0.54,0.18360001,0.48,Healthcare,Drug Manufacturers - Specialty & Generic,101.0,308.0,205.0,204.0,79.0,3.0,0.0484006734006734,0.9141414141414141,0.023618538324420676,18.0,
JUNIPER.NS,31.908947,16.402584,45225832448.0,10237600768,1461852032,4124429824.0,6998123008,,,,0.14279,0.33665,0.68357,,,,,0.169,1.014,1.013,50.239,,,,0.0,0.282,Consumer Cyclical,Lodging,22.0,,,22.0,42.0,6.0,0.6703844328429046,0.136687233032748,0.46796045404613695,41.0,
JUSTDIAL.NS,9.084687,7.3604712,45158711296.0,12138600448,4970200064,3575200000.0,4870300160,0.102340005,0.03378,,0.40945,0.25351998,0.40122002,,,,,0.062,-0.365,-0.365,1.655,8.87,8.776,,0.0,0.142,Communication Services,Internet Content & Information,0.0,,,0.0,1515.0,13.0,,0.9360746371803732,0.0,30.0,
JWL.NS,48.877377,36.777126,120945819648.0,31801001984,2455196928,4372161536.0,8663443456,,,,0.07721,0.11151,0.27243,,,,,-0.135,-0.419,-0.353,26.721,,,0.7,0.1727,0.177,Industrials,Railroads,76.0,86.0,53.0,109.0,58.0,21.0,0.14682840535759414,0.28556987616881474,0.21116678596993557,13.0,
JYOTHYLAB.NS,28.603226,25.690155,97682735104.0,29172000768,3419300096,4680674816.0,13984799744,,,,0.11721,0.12869,0.47939,,,,,0.05,-0.071,-0.072,3.737,,,1.32,0.3759,0.307,Consumer Defensive,Household & Personal Products,35.0,84.0,75.0,45.0,39.0,37.0,0.2115928369462771,0.26672950047125354,0.037552155771905425,16.0,
JYOTICNC.NS,48.201923,38.76031,171010801664.0,20696500224,3544000000,5464849920.0,11527700480,,,,0.17124,0.24542,0.55699,,,,,0.281,0.102,0.103,39.56,,,,0.0,-0.15,Industrials,Specialty Industrial Machinery,99.0,365.0,178.0,286.0,262.0,22.0,0.15984405458089668,0.1101364522417154,0.1794755877034358,29.0,
JYOTISTRUC.NS,29.622223,,15911486464.0,6804100096,498700000,392775008.0,1628300032,,,,0.07329,0.05427,0.23931,,,,,0.521,0.105,0.482,385.421,,,,0.0,-0.216,Industrials,Specialty Industrial Machinery,1567.0,174.0,244.0,1497.0,1444.0,2.0,0.017857142857142856,0.0027472527472527475,3.680451127819549,6.0,
KABRAEXTRU.NS,21.248917,,8568344576.0,4704412160,-14345000,146806752.0,1719996032,,,,-0.0030500002,-0.06001,0.36561,,,,,-0.089,,,32.04,,,1.25,0.3036,0.319,Industrials,Specialty Industrial Machinery,70.0,364.0,93.0,341.0,106.0,8.0,0.2957393483709273,0.09523809523809523,0.31777777777777777,3.0,
KAJARIACER.NS,46.420143,33.859123,187941306368.0,46788599808,4060800000,7190799872.0,26689499136,,,,0.07955,0.13668999,0.57043,,,,,0.004,0.127,0.128,9.676,,,1.01,0.4711,0.367,Industrials,Building Products & Equipment,43.0,63.0,52.0,55.0,33.0,17.0,0.321921749136939,0.054372842347525895,0.0386002886002886,13.0,
KALAMANDIR.NS,12.290205,8.4,14976650240.0,16334499840,1217900032,2288849920.0,6856800256,,,,0.07456,0.13235,0.41977,,,,,-0.083,-0.17,-0.171,25.323,,,0.99,0.120900005,0.832,Consumer Cyclical,Apparel Retail,1.0,334.0,11.0,323.0,145.0,12.0,0.279134295227525,0.0,0.2535804549283909,16.0,
KALYANIFRG.NS,39.24626,,2197351936.0,2366232064,56641000,287952000.0,1289472000,,,,0.02394,0.10892,0.54495,,,,,-0.013,,,98.678,,,0.66,0.2571,-0.366,Consumer Cyclical,Auto Parts,125.0,186.0,166.0,144.0,38.0,12.0,0.27413127413127414,0.0,0.9891304347826086,12.0,
KALYANKJIL.NS,37.74016,26.41124,426005331968.0,316494512128,11284970496,19459258368.0,41659469824,,,,0.03566,0.062030002,0.13163,,,,,0.419,0.901,0.902,99.88,,,0.36,0.1371,-0.003,Consumer Cyclical,Luxury Goods,6.0,146.0,36.0,116.0,26.0,16.0,0.14316778900112234,0.059694163860830526,0.6197877179681577,7.0,
