ticker,current_pe,forward_pe,market_cap,revenue,net_income,ebitda,gross_profit,roe,roa,roce,profit_margins,operating_margins,gross_margins,fcf_margin,fcf_to_net_income,gp_to_assets,asset_turnover,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,sector,industry,debtor_days,inventory_days,days_payable,cash_conversion_cycle,working_capital_days,screener_roce,fixed_assets_ratio,investment_ratio,screener_debt_to_equity,screener_opm,screener_dividend_payout
COROMANDEL.NS,24.551386,21.423868,587904122880.0,304642686976,23958900736,30688899072.0,74790199296,,,,0.07865,0.07439,0.2455,,,,,0.266,-0.013,-0.012,11.599,,,0.76,0.14770001,0.228,Basic Materials,Agricultural Inputs,19.0,96.0,122.0,-8.0,32.0,25.0,0.14061244531738237,0.19618784037139542,0.048154889955320204,10.0,
COSMOFIRST.NS,12.776984,,18560081920.0,33639000064,1461699968,2974925056.0,11713300480,,,,0.043449998,0.03627,0.34820998,,,,,0.283,0.005,-0.002,110.979,,,0.56,0.0715,0.377,Consumer Cyclical,Packaging & Containers,36.0,82.0,142.0,-25.0,-56.0,8.0,0.5222537878787878,0.1543560606060606,1.3146245059288537,8.0,
COUNCODOS.NS,74.0,,401953984.0,164236000,5036000,8697000.0,116279000,,,,0.03066,0.022219999,0.708,,,,,-0.096,-0.667,-0.542,0.046,,,,0.0,0.419,Real Estate,Real Estate - Development,0.0,2158.04,0.0,2158.04,524.89,4.26,0.01433778857837181,0.0,0.00039308176100628933,5.24,
CPCAP.NS,4.090909,,1719806080.0,729326016,420367008,618012480.0,657137024,,,,0.57638,0.8007,0.90102,,,,,-0.257,-0.06,-0.057,14.352,,,5.25,0.0433,-0.639,Financial Services,Credit Services,,,,,,,0.1460843373493976,0.22590361445783133,0.0,,
CRAFTSMAN.NS,54.495697,32.214287,182900768768.0,75921203200,3343300096,10789499904.0,32969900032,,,,0.04404,0.09592,0.43425998,,,,,0.305,7.284,7.284,109.273,,,0.07,0.0356,0.178,Consumer Cyclical,Auto Parts,50.0,156.0,175.0,31.0,-15.0,8.0,0.4393961179007908,0.17541337167505391,0.958970792767733,16.0,
CREST.NS,21.954058,,10400760832.0,1755389952,476812000,957924224.0,1578024960,,,,0.27163,0.55908,0.89896005,,,,,-0.199,-0.233,-0.233,15.576,,,0.27,0.059699997,-0.144,Financial Services,Financial Conglomerates,,,,,,,0.045845272206303724,0.37320916905444124,0.0,,
CRISIL.NS,37.149815,28.330114,312265179136.0,38934900736,8394299904,10877875200.0,18211201024,,,,0.2156,0.26393,0.46773,,,,,0.301,0.459,0.459,9.785,,,0.84,0.53139997,0.09,Financial Services,Financial Data & Stock Exchanges,68.0,,,68.0,35.0,32.0,0.15187239944521497,0.3765603328710125,0.11599210266535044,13.0,
CROMPTON.NS,37.821228,27.98298,176994287616.0,78725300224,4612499968,7449950208.0,25530800128,,,,0.058590002,0.0799,0.3243,,,,,0.073,-0.105,-0.105,4.826,,,1.1,0.41900003,0.075,Consumer Cyclical,"Furnishings, Fixtures & Appliances",31.0,59.0,102.0,-11.0,-21.0,20.0,0.23348971490436665,0.4265608083724287,0.048422800221361376,10.0,
CROWN.NS,15.864469,,1458248960.0,392382016,99106000,198646256.0,271560000,,,,0.25258,0.28774,0.69208,,,,,-0.023,-0.434,-0.369,66.801,,,,0.0,0.471,Industrials,Rental & Leasing Services,110.24,,,110.24,-215.58,18.88,0.6692802990964792,0.0,0.668072371105972,54.15,
CUBEXTUB.NS,16.725256,,1403402752.0,2828294912,83864000,122233000.0,183659008,,,,0.029649999,0.045089997,0.06494,,,,,0.031,0.447,0.449,52.805,,,,0.0,0.903,Basic Materials,Copper,82.0,47.0,35.0,94.0,59.0,11.0,0.08552631578947369,0.0,0.5316455696202531,5.0,
CUMMINSIND.NS,65.13162,53.0001,1460788527104.0,116023902208,22417899520,27440500736.0,42663399424,,,,0.19322,0.22917,0.36771,,,,,-0.013,-0.13,-0.13,0.308,,,1.02,0.6368,0.449,Industrials,Specialty Industrial Machinery,81.0,57.0,87.0,51.0,46.0,38.0,0.23697916666666666,0.16326121794871795,0.003270645952575634,21.0,
CUPID.NS,193.53226,,161345830912.0,2942287872,834819008,912314496.0,1830705024,,,,0.28373,0.35294998,0.6222,,,,,1.017,1.976,1.974,7.019,,,,0.0,0.057,Consumer Defensive,Household & Personal Products,134.0,450.0,13.0,570.0,210.0,17.0,0.1515837104072398,0.03167420814479638,0.07086614173228346,37.0,
CYBERTECH.NS,12.015138,,3953585152.0,2363120896,329582016,252116496.0,396726016,,,,0.13947,0.04521,0.16788,,,,,-0.013,-0.279,-0.277,2.503,,,3.16,0.3784,0.414,Technology,Information Technology Services,96.0,,,96.0,85.0,16.0,0.1214574898785425,0.20242914979757085,0.022058823529411766,10.0,
CYIENT.NS,22.640799,11.725733,96341090304.0,72681996288,4279000064,9381999616.0,24480000000,0.077659994,0.0515,,0.058870003,0.09528,0.33681,,,,,0.009,-0.679,-0.678,6.995,2.929,2.257,3.67,0.77839994,0.47,Industrials,Conglomerates,88.0,,,88.0,78.0,17.0,,0.426517571884984,0.0,25.0,
CYIENTDLM.NS,42.721863,24.143953,31329097728.0,12614849536,732819968,1268189952.0,5092740096,0.07472,0.0315,,0.05809,0.08719,0.40370998,,,,,-0.138,-0.275,-0.277,17.021,2.487,1.011,,0.0,-0.057,Technology,Electronic Components,100.0,344.0,164.0,280.0,208.0,9.0,,0.10268456375838926,0.0,13.0,
DABUR.NS,43.98709,37.10719,785656053760.0,129846902784,18465599488,23975174144.0,61444800512,,,,0.14220999,0.17336,0.47320998,,,,,0.061,0.071,0.072,11.464,,,1.81,0.77,0.383,Consumer Defensive,Household & Personal Products,24.0,120.0,219.0,-74.0,-36.0,25.0,0.1874719151613193,0.5584614001977173,0.06760098928276999,19.0,
DALBHARAT.NS,31.341885,24.849243,357792317440.0,146499993600,11859999744,29460000768.0,90059997184,,,,0.08096,0.07473,0.61474,,,,,0.102,1.0,1.0,39.764,,,0.47,0.1423,0.158,Basic Materials,Building Materials,59.0,,,59.0,441.0,2.0,,0.9718486866909639,0.0,17.0,
DALMIASUG.NS,9.146565,10.5610075,32225982464.0,36637097984,3522500096,4796375040.0,9366500352,,,,0.096149996,0.10955,0.25566,,,,,-0.171,0.169,0.171,16.971,,,1.51,0.1379,0.152,Consumer Defensive,Confectioners,13.0,222.0,27.0,208.0,98.0,9.0,0.3778932451582428,0.24563060935285783,0.1696124031007752,12.0,
DAMCAPITAL.NS,13.680606,,10869386240.0,2369499904,809400000,,2278899968,,,,0.34159002,0.39832002,0.96176004,,,,,-0.346,-0.61,-0.611,1.278,,,0.65,0.087299995,,Financial Services,Capital Markets,36.0,,,36.0,-129.0,65.0,0.21325051759834368,0.010351966873706004,0.012903225806451613,52.0,
DAMODARIND.NS,8.29199,,747697024.0,4036784128,90212000,344698496.0,924049024,,,,0.022349998,0.057150003,0.22891001,,,,,-0.224,,-0.384,122.316,,,,0.0,0.424,Consumer Cyclical,Textile Manufacturing,42.0,119.0,14.0,148.0,48.0,3.0,0.3903133903133903,0.0,1.2162162162162162,6.0,
DATAMATICS.NS,22.346878,16.94253,43561406464.0,19650400256,1948600064,2894799872.0,7170500096,,,,0.09916,0.14554,0.36490002,,,,,0.199,-0.51,-0.51,12.851,,,0.68,0.1517,-0.107,Technology,Information Technology Services,56.0,,,56.0,48.0,8.0,0.08403361344537816,0.6078431372549019,0.0,10.0,
DATAPATTNS.NS,92.53176,64.69793,228347412480.0,9761300480,2470700032,3201724928.0,5173100032,,,,0.25311002,0.43129003,0.52996,,,,,0.479,0.307,0.305,0.378,,,0.19,0.17899999,0.357,Industrials,Aerospace & Defense,307.0,421.0,111.0,618.0,372.0,21.0,0.17180365296803654,0.14383561643835616,0.0039011703511053317,34.0,
DAVANGERE.NS,72.8,,5205166592.0,2118557056,84993000,498691008.0,706769024,,,,0.040120002,0.12372,0.33361,,,,,0.13,,-0.613,46.8,,,,0.0,0.554,Consumer Defensive,Confectioners,49.0,409.0,80.0,378.0,182.0,7.0,0.44372574385511,0.00646830530401035,0.3976143141153082,24.0,
DBCORP.NS,11.917543,10.503126,38385258496.0,23297759232,3221410048,4442967552.0,11987200000,,,,0.13826999,0.18229,0.51452,,,,,-0.058,-0.19,-0.192,12.612,,,3.23,0.2767,0.173,Communication Services,Publishing,71.0,144.0,138.0,77.0,54.0,21.0,0.3105313394845689,0.026089723194400255,0.1261925411968777,20.0,
DBEIL.NS,11.270449,,3979403008.0,5423693824,363368992,736555520.0,1375683968,,,,0.067,0.0795,0.25364,,,,,0.274,-0.703,-0.682,35.454,,,1.16,0.1319,,Industrials,Engineering & Construction,92.0,312.0,104.0,300.0,243.0,25.0,0.07692307692307693,0.0,0.35514018691588783,14.0,
DBL.NS,4.8313603,27.158985,74927677440.0,97802280960,14111502336,20319848448.0,25934649344,,,,0.14429,0.14361,0.26517,,,,,-0.174,4.002,6.199,170.648,,,0.22,0.0105,0.574,Industrials,Engineering & Construction,56.0,303.0,259.0,100.0,90.0,10.0,0.07378008021390374,0.10411096256684492,0.4178954423592493,10.0,
DBSTOCKBRO.NS,29.813185,,949549952.0,289506080,42254304,,159443104,,,,0.14595,0.18462,0.55074,,,,,-0.287,-0.167,-0.138,3.583,,,,0.0,0.017,Financial Services,Capital Markets,13.88,,,13.88,-376.61,7.66,,0.04553237858032379,0.0,27.35,
DCAL.NS,24.2467,14.703199,28815163392.0,27968399360,1187900032,4838649856.0,22416699392,,,,0.04247,0.03986,0.8015,,,,,0.055,,,40.201,,,,0.0,0.396,Healthcare,Biotechnology,160.0,374.0,201.0,333.0,-74.0,1.0,0.2665112665112665,0.5516705516705517,0.17178841309823678,9.0,
DCI.NS,24.008368,,4705159680.0,6702340096,192623008,320984992.0,584280000,,,,0.02874,0.051209997,0.08718,,,,,0.461,0.558,0.606,72.74,,,,0.0,-0.212,Technology,Electronics & Computer Distribution,86.0,51.0,81.0,56.0,30.0,26.0,0.007142857142857143,0.0,0.7191011235955056,5.0,
DCM.NS,28.982456,,1542781952.0,695425984,53267000,-3409750.0,674835968,,,,0.0766,-0.08314,0.97039,,,,,0.02,,,2.73,,,,0.0,0.027,Industrials,Metal Fabrication,135.19,,,135.19,-60562.96,35.08,0.33147362037598543,0.38423286840509396,0.0,-4310.53,
DCMNVL.NS,36.16751,,2661579008.0,10453543936,47099000,607275008.0,2651272960,,,,0.00451,0.01761,0.25362,,,,,0.024,,,52.207,,,,0.0,0.392,Consumer Cyclical,Textile Manufacturing,35.0,124.0,10.0,149.0,31.0,8.0,0.3767123287671233,0.17465753424657535,0.48725212464589235,6.0,
DCMSHRIRAM.NS,28.443607,28.191366,187054637056.0,132215701504,6640900096,15568600064.0,44645601280,,,,0.050229996,0.10434,0.33766997,,,,,0.132,-0.192,-0.189,30.055,,,1.16,0.2495,-0.388,Industrials,Conglomerates,27.0,162.0,68.0,121.0,24.0,11.0,0.4888667839926544,0.06779401637462698,0.2986312733305682,12.0,
DCMSRIND.NS,3.2065623,,3740663808.0,13601498112,494023008,1131970048.0,1662317056,,,,0.03632,0.07095,0.12222,,,,,-0.476,-0.507,-0.509,33.1,,,10.9,0.1491,0.121,Consumer Defensive,Confectioners,43.0,236.0,89.0,190.0,40.0,14.0,0.3140625,0.05,0.3188888888888889,8.0,
DCW.NS,33.5461,,16502752256.0,20724291584,414707008,2186545152.0,9355402240,,,,0.02001,0.03636,0.45141998,,,,,0.096,-0.622,-0.635,35.935,,,0.42,0.0709,-0.374,Basic Materials,Chemicals,18.0,143.0,129.0,32.0,-30.0,8.0,0.6024423337856174,0.009950248756218905,0.3591682419659735,10.0,
DCXINDIA.NS,169.53781,30.338345,22472210432.0,10860300288,132930000,87170000.0,665040000,,,,0.01224,-0.02604,0.061240003,,,,,-0.395,,,0.242,,,,0.0,0.244,Industrials,Aerospace & Defense,53.0,58.0,29.0,82.0,16.0,5.0,0.15337423312883436,0.0011154489682097045,0.0,1.0,
DDEVPLSTIK.NS,13.071726,9.980159,26024380416.0,29209974784,1990276992,2880095232.0,4941510144,,,,0.06814,0.09672,0.16916999,,,,,0.109,0.031,0.031,5.001,,,0.89,0.091000006,-0.335,Basic Materials,Specialty Chemicals,65.0,42.0,35.0,72.0,66.0,34.0,0.24104234527687296,0.061074918566775244,0.05021834061135371,10.0,
DECCANCE.NS,28.697184,-23.79562,9132890112.0,5406412800,318095008,715137472.0,2688148992,,,,0.05884,0.0247,0.49721,,,,,0.133,,,101.902,,,0.09,0.026400002,0.305,Basic Materials,Building Materials,40.0,541.0,194.0,386.0,-65.0,2.0,0.2288235294117647,0.0,1.0187667560321716,13.0,
DEEDEV.NS,35.151516,18.81081,28924372992.0,10667944960,808580992,1851689216.0,6386272768,,,,0.0758,0.118319996,0.59863997,,,,,0.77,,,69.855,,,,0.0,,Industrials,Metal Fabrication,116.0,708.0,309.0,515.0,108.0,7.0,0.23403052572074617,0.06613906161673262,0.6252955082742316,19.0,
DEEPAKFERT.NS,17.922556,14.518107,157040508928.0,111619997696,8750999552,18127550464.0,33816600576,,,,0.0784,0.08648,0.30296,,,,,0.097,-0.436,-0.436,62.046,,,0.79,0.1443,-0.35,Basic Materials,Chemicals,49.0,53.0,67.0,35.0,-27.0,15.0,0.22591362126245848,0.4294573643410853,0.12987012987012986,15.0,
DEEPAKNTR.NS,44.46264,33.602318,236996542464.0,79464300544,5331400192,9267349504.0,17502099456,,,,0.067090005,0.077649996,0.22025,,,,,0.038,0.018,0.017,22.412,,,0.43,0.1919,0.166,Basic Materials,Chemicals,89.0,121.0,79.0,131.0,112.0,10.0,0.2580110497237569,0.3889502762430939,0.011058451816745656,9.0,
DELPHIFX.NS,65.55556,,2894159872.0,14711610368,44300000,230380000.0,470889984,0.022079999,0.0292,,0.00301,0.0064600003,0.03201,,,,,-0.198,0.0,9.15,2547.188,0.929,0.519,,0.0,0.599,Financial Services,Capital Markets,157.0,,,157.0,457.0,7.0,0.010309278350515464,0.5876288659793815,0.047619047619047616,16.0,
DELTACORP.NS,22.257053,,19011747840.0,6884599808,852899968,1305900032.0,3441299968,0.0347,0.0189,,0.12389,0.09247,0.49985,,,,,-0.117,-0.901,-0.9,2.175,2.128,1.209,1.76,0.39180002,0.217,Consumer Cyclical,Resorts & Casinos,2.0,129.0,162.0,-30.0,289.0,6.0,,0.5622657226155768,0.0,27.0,
DEN.NS,7.965517,-26.4,13215950848.0,9742799872,1657730048,684140032.0,3532960000,0.04425,-0.00339,,0.17015,-0.02174,0.36262,,,,,-0.03,-0.377,-0.382,0.524,8.358,7.988,,0.0,0.502,Communication Services,Entertainment,54.0,,,54.0,-31.0,4.0,,0.47034671532846717,0.0,-2.0,
DENORA.NS,35.01425,,4565159936.0,1201785984,130336000,134016000.0,557891008,,,,0.10845,0.054419998,0.46422002,,,,,1.041,,,,,,,0.0,-0.285,Industrials,Electrical Equipment & Parts,71.0,413.0,81.0,403.0,128.0,1.0,0.09714285714285714,0.4228571428571429,0.0,11.0,
DENTA.NS,11.328851,9.0557,7422867456.0,2502149888,655120000,811117504.0,981689984,,,,0.26182,0.32419997,0.39234,,,,,0.042,-0.312,-0.044,3.104,,,0.89,0.1019,,Industrials,Engineering & Construction,154.0,1306.0,246.0,1214.0,322.0,25.0,0.05183585313174946,0.15334773218142547,0.032036613272311214,32.0,
DEVIT.NS,2.6521008,,1778838784.0,1871886976,679169984,19693750.0,131375000,,,,0.36283,-0.16874,0.07018,,,,,-0.075,,,18.23,,,0.64,0.0084,-0.669,Technology,Information Technology Services,171.0,,,171.0,94.0,26.0,0.09,0.465,0.14728682170542637,1.0,
DGCONTENT.NS,29.761906,,1813200640.0,4848999936,61300000,381824992.0,2266299904,,,,0.01264,0.06665,0.46737,,,,,0.17,,,275.528,,,,0.0,-0.243,Communication Services,Internet Content & Information,85.0,,,85.0,3596.0,-1.0,0.0,0.8728813559322034,3.5384615384615383,-213.0,
DHAMPURSUG.NS,15.0,,10128275456.0,20970299392,684700032,1849849984.0,4458100224,,,,0.03265,0.08757,0.21259001,,,,,0.095,0.779,0.752,44.818,,,,0.0,0.361,Consumer Defensive,Confectioners,28.0,215.0,32.0,211.0,22.0,6.0,0.6140736668499175,0.11819681143485432,0.451295799821269,9.0,
DHANUKA.NS,6.9163895,15.507029,48774746112.0,19784761344,2649666048,3767945216.0,7986247168,,,,0.13392,0.10344,0.40366,,,,,-0.079,-0.276,-0.273,2.063,,,0.19,0.0128,0.178,Basic Materials,Agricultural Inputs,82.0,129.0,45.0,166.0,121.0,28.0,0.2385411532774766,0.10892065056678167,0.020738820479585224,20.0,
DHARMAJ.NS,18.236324,,8788986880.0,11141140480,482280000,1023169984.0,2397459968,,,,0.04329,0.0128999995,0.21519,,,,,0.086,-0.371,-0.359,31.256,,,,0.0,-0.169,Basic Materials,Agricultural Inputs,95.0,68.0,96.0,67.0,53.0,12.0,0.33577405857740583,0.0,0.31235955056179776,8.0,
DIACABS.NS,78.8995,,82739724288.0,15480448000,1052187008,1523928448.0,2958155008,,,,0.06797,0.12921,0.19108999,,,,,0.542,6.833,6.924,,,,,0.0,0.461,Industrials,Specialty Industrial Machinery,57.0,81.0,78.0,60.0,9.0,,0.5735586481113321,0.0014910536779324055,,9.0,
DICIND.NS,27.674417,12.242225,4806112256.0,8957559808,173766000,452860000.0,2339113984,0.04118,0.02939,,0.0194,0.044120003,0.26113,,,,,0.054,-0.363,-0.363,0.954,2.42,1.743,0.56,0.21129999,-0.009,Basic Materials,Specialty Chemicals,108.0,70.0,81.0,97.0,87.0,6.0,0.21904761904761905,0.0,0.009345794392523364,4.0,16.0
DIFFNKG.NS,24.110672,,11323509760.0,3675040000,473620000,519037504.0,1284480000,,,,0.12887,0.11670999,0.34951,,,,,0.273,0.677,0.672,5.714,,,0.5,0.118599996,,Industrials,Specialty Industrial Machinery,100.0,132.0,68.0,164.0,114.0,14.0,0.21651785714285715,0.09821428571428571,0.05630026809651475,13.0,
DIGIDRIVE.NS,7.4303403,,923256384.0,469145984,124656000,-7412000.0,220039008,,,,0.26571,-0.07587,0.46902,,,,,-0.185,3.774,3.767,0.391,,,,0.0,0.282,Consumer Cyclical,Internet Retail,28.0,,,28.0,155.0,3.0,0.0,0.9556962025316456,0.0,-8.0,
DIGJAMLMTD.NS,57.1875,,915000000.0,312576992,15976000,36357000.0,85047000,,,,0.14748,0.12011,0.27208,,,,,0.304,-0.658,-0.663,1263.899,,,,0.0,0.198,Consumer Cyclical,Textile Manufacturing,125.48,415.43,385.71,155.19,1042.86,5.04,0.002464268112370626,0.0,12.629870129870133,9.98,
DIVGIITTS.NS,60.01663,27.662834,22080874496.0,3034860032,367980000,575035008.0,1784009984,,,,0.12125,0.111990005,0.58784,,,,,0.726,1.251,1.248,0.262,,,0.36,0.2161,0.186,Consumer Cyclical,Auto Parts,92.0,173.0,167.0,99.0,95.0,6.0,0.36574746008708275,0.0,0.001644736842105263,19.0,
DIVISLAB.NS,69.50021,55.66958,1727669469184.0,103139999744,24789999616,33629999104.0,63589998592,,,,0.24035,0.29647,0.61654,,,,,0.123,-0.01,-0.01,0.584,,,0.46,0.3213,0.187,Healthcare,Drug Manufacturers - Specialty & Generic,113.0,296.0,86.0,323.0,193.0,21.0,0.313969571230982,0.004094052558782849,0.0057976679043710505,34.0,
DIXON.NS,40.938446,58.9057,680894070784.0,486548307968,15830500352,18169874432.0,35949600768,,,,0.03254,0.029560002,0.07389,,,,,0.021,0.476,0.678,29.663,,,0.07,0.0291,-0.248,Technology,Consumer Electronics,41.0,30.0,61.0,11.0,1.0,12.0,0.17176372015081692,0.49162128194386256,0.2787750791974657,6.0,
DJML.NS,38.543568,,3063312640.0,1127619968,81879000,216942000.0,331328000,,,,0.07261,0.11136,0.29383,,,,,0.352,0.0,0.069,37.044,,,0.11,0.041500002,-0.403,Industrials,Specialty Business Services,119.97,,,119.97,181.45,16.05,0.1855087906233351,0.08417687799680341,0.22820115509226652,19.26,
DLF.NS,32.801678,28.038767,1453379289088.0,95075418112,44283215872,20371603456.0,38141100032,,,,0.46577,0.17806,0.40117002,,,,,0.322,0.136,0.137,4.133,,,1.02,0.33540002,0.217,Real Estate,Real Estate - Development,17.0,,,17.0,477.0,8.0,0.02239448751076658,0.44299378938301825,0.052537107352433554,30.0,
DLINKINDIA.NS,15.408268,,16012686336.0,14917427200,1038771968,1251677696.0,2271821056,,,,0.06963,0.08289,0.15229,,,,,0.193,0.007,0.007,2.353,,,4.66,0.7175,0.147,Technology,Communication Equipment,97.0,24.0,80.0,40.0,48.0,29.0,0.032171581769437,0.2855227882037534,0.022172949002217297,9.0,
DMART.NS,104.815994,78.34639,3008898531328.0,660087373824,28647999488,46575775744.0,96704004096,,,,0.0434,0.066020004,0.14649999,,,,,0.133,0.183,0.183,7.031,,,,0.0,0.174,Consumer Defensive,Discount Stores,2.0,35.0,7.0,30.0,24.0,18.0,0.6245598751315837,0.04918508838796327,0.06198815673428248,8.0,
DMCC.NS,26.361986,,6883671040.0,5291557888,261462000,624521280.0,1550119040,,,,0.04941,0.1596,0.29294002,,,,,-0.467,-0.085,0.098,28.623,,,0.9,0.2385,-0.058,Basic Materials,Chemicals,63.0,58.0,84.0,37.0,16.0,14.0,0.6042780748663101,0.00267379679144385,0.17094017094017094,11.0,
DNAMEDIA.NS,30.3,,356655296.0,106397000,11293000,12242750.0,62643000,,,,0.10614,-0.26023,0.58877,,,,,-0.178,,,,,,,0.0,-0.56,Communication Services,Publishing,395.99,,,395.99,5059.91,7.94,0.00015127067365873335,0.0,,-1.61,
DODLA.NS,33.559322,21.013023,65696980992.0,39603519488,2652379904,3371387392.0,10472829952,,,,0.06697,0.05598,0.26444,,,,,0.137,0.081,0.081,3.614,,,0.36,0.0615,0.247,Consumer Defensive,Food Distribution,1.0,18.0,18.0,0.0,-7.0,27.0,0.36501210653753025,0.42857142857142855,0.009386281588447653,8.0,
DOLATALGO.NS,11.199422,,13639999488.0,3644349952,1218739968,,3644349952,,,,0.33442003,0.59512,1.0,,,,,-0.08,0.042,0.04,18.689,,,0.13,0.0,-0.396,Financial Services,Capital Markets,0.0,,,0.0,489.0,32.0,0.0037907505686125853,0.09628506444275967,0.1872015281757402,68.0,
DOLLAR.NS,16.68229,12.916455,17361938432.0,18085406720,1040988992,2013211264.0,9560487936,,,,0.05756,0.07557,0.52863,,,,,0.02,-0.08,-0.081,37.489,,,1.0,0.1634,0.031,Consumer Cyclical,Apparel Manufacturing,117.0,238.0,95.0,261.0,131.0,13.0,0.17845117845117844,0.014814814814814815,0.3433001107419712,11.0,
DOLPHIN.NS,33.15561,,16791922688.0,915089024,506588992,598634496.0,767646016,,,,0.5536,0.59574,0.83888,,,,,0.053,-0.147,-0.147,64.104,,,,0.0,0.072,Energy,Oil & Gas Equipment & Services,2868.0,,,2868.0,2806.0,3.0,0.004201680672268907,0.0,0.43312101910828027,41.0,
DOMS.NS,62.87675,50.081696,139012702208.0,22311127040,2218838016,3715033856.0,9651133440,,,,0.09945,0.13665,0.43257,,,,,0.182,0.065,0.141,13.64,,,0.14,0.0863,-0.277,Industrials,Business Equipment & Supplies,21.0,84.0,34.0,72.0,30.0,26.0,0.3865606936416185,0.10332369942196531,0.10775047258979206,17.0,
DONEAR.NS,14.108527,30.536913,4732000256.0,9334633472,399027008,956954752.0,4385067008,,,,0.04275,0.08225001,0.46976003,,,,,-0.017,0.605,0.568,155.524,,,0.22,0.0308,-0.043,Consumer Cyclical,Textile Manufacturing,85.0,272.0,66.0,291.0,52.0,14.0,0.115,0.01,1.5568627450980392,10.0,
DPABHUSHAN.NS,12.668912,,23628040192.0,34475732992,1863917952,2723857152.0,3831116032,,,,0.05406,0.08420999,0.11113,,,,,0.128,0.936,0.965,44.551,,,,0.0,-0.556,Consumer Cyclical,Luxury Goods,0.0,87.0,21.0,66.0,36.0,34.0,0.07566462167689161,0.0,0.4181459566074951,8.0,
DPWIRES.NS,22.567808,,2760149504.0,4892917248,122239000,147317504.0,648889984,,,,0.02498,0.02815,0.13262,,,,,-0.384,-0.316,-0.315,0.865,,,,0.0,-0.092,Industrials,Metal Fabrication,37.0,19.0,5.0,50.0,50.0,12.0,0.11313868613138686,0.025547445255474453,0.007874015748031496,3.0,
DRCSYSTEMS.NS,11.477272,,2182832128.0,852350976,185128992,199790496.0,321835008,,,,0.2172,0.21285,0.37759,,,,,0.604,0.423,0.538,4.245,,,,0.0,0.646,Technology,Information Technology Services,81.71,,,81.71,56.66,13.13,0.08773109243697479,0.4984873949579832,0.0037071362372567197,15.18,
DREAMFOLKS.NS,11.108401,4.706085,4367063552.0,9220809728,395820000,414790016.0,679070016,,,,0.042930003,-0.28273,0.073649995,,,,,-0.843,-0.538,,3.056,,,,0.0,0.279,Industrials,Airports & Air Services,83.0,,,83.0,39.0,35.0,0.028925619834710745,0.004132231404958678,0.005865102639296188,5.0,
DRREDDY.NS,19.525494,24.062183,1103188066304.0,345831014400,56587001856,84786003968.0,190835998720,0.161,0.079569995,,0.16363001,0.16420999,0.55182,,,,,0.044,-0.143,-0.144,18.026,1.88,1.18,0.6,0.1179,0.302,Healthcare,Drug Manufacturers - Specialty & Generic,94.0,275.0,120.0,250.0,63.0,26.0,0.23040078889906318,0.3384752647272898,0.1262653508076032,26.0,
DSSL.NS,16.38662,,13787888640.0,13507403776,839672000,1313287040.0,1582590976,,,,0.06216,0.10718001,0.11715999,,,,,0.095,-0.347,-0.347,63.929,,,0.05,0.0076,0.204,Technology,Information Technology Services,126.0,19.0,130.0,15.0,19.0,39.0,0.09817351598173515,0.001141552511415525,0.6373626373626373,10.0,
DUCON.NS,8.384616,,1062506688.0,4323126784,50453000,148559616.0,207672992,0.10106,0.056750003,,0.011670001,0.03376,0.04804,,,,,5.902,0.75,1.445,139.323,1.808,1.701,,0.0,-0.2,Industrials,Specialty Industrial Machinery,322.0,0.0,,322.0,159.0,8.0,0.0035842293906810036,0.017921146953405017,0.6558441558441559,6.0,
DWARKESH.NS,40.74138,,8757347328.0,14353642496,197584000,1021681024.0,2891609088,,,,0.01377,0.077470005,0.20145,,,,,0.04,0.431,0.439,23.127,,,1.06,0.4673,0.015,Consumer Defensive,Confectioners,1.0,89.0,45.0,44.0,-69.0,7.0,0.5097276264591439,0.0009727626459143969,0.23178807947019867,7.0,
DYCL.NS,21.39504,,17977669632.0,11735385088,838299008,1268822528.0,2313800960,,,,0.07143,0.10415,0.19715999,,,,,0.188,0.42,0.419,18.848,,,0.07,0.014400001,-0.098,Industrials,Electrical Equipment & Parts,84.0,66.0,60.0,90.0,74.0,26.0,0.15650741350906094,0.07907742998352553,0.1878048780487805,11.0,
DYNPRO.NS,15.496873,,2771530240.0,3685086976,178008000,499357504.0,1738521984,,,,0.048299998,0.09373,0.47177,,,,,-0.051,0.031,0.049,33.912,,,,0.0,-0.229,Basic Materials,Specialty Chemicals,64.0,158.0,146.0,76.0,-12.0,10.0,0.5520581113801453,0.002421307506053269,0.34051724137931033,14.0,
ECLERX.NS,20.338501,16.595453,133261885440.0,39080251392,6690109952,8987530240.0,14292970496,,,,0.17119,0.21484,0.36573002,,,,,0.254,0.393,0.401,15.04,,,0.03,0.0072000003,0.44,Technology,Information Technology Services,88.0,,,88.0,47.0,29.0,0.16272727272727272,0.35909090909090907,0.18442622950819673,23.0,
ECOSMOBLTY.NS,13.777555,12.168141,8249999872.0,7786391040,599067008,915003008.0,2123878016,,,,0.07694,0.07749,0.27277002,,,,,0.225,0.089,0.091,3.246,,,1.74,0.2402,,Industrials,Rental & Leasing Services,47.0,,,47.0,30.0,34.0,0.17403314917127072,0.19060773480662985,0.034782608695652174,13.0,
